"Desenvolvedor","Data","Classificacao_ownership","Major","Minor","Total","Perc_Major","Perc_Minor"
"Gustavo Noronha Silva","2009-12-01","Major",11,0,11,100,0
"Dan Winship","2010-01-01","Major",11,0,11,100,0
"Xan Lopez","2010-01-01","Major",11,0,11,100,0
"Dan Winship","2010-02-01","Major",11,0,11,100,0
"Dan Winship","2010-03-01","Major",11,0,11,100,0
"Gustavo Noronha Silva","2010-03-01","Major",12,0,12,100,0
"Andreas Rottmann","2010-04-01","Major",12,0,12,100,0
"Dan Winship","2010-04-01","Major",12,0,12,100,0
"Dan Winship","2010-05-01","Major",12,0,12,100,0
"Gustavo Noronha Silva","2010-05-01","Major",12,0,12,100,0
"Dan Winship","2010-06-01","Major",12,0,12,100,0
"Dan Winship","2010-07-01","Major",12,0,12,100,0
"Dan Winship","2010-08-01","Major",12,0,12,100,0
"Dan Winship","2010-09-01","Major",12,0,12,100,0
"Dan Winship","2010-10-01","Major",12,0,12,100,0
"Dan Winship","2010-11-01","Major",12,0,12,100,0
"Dan Winship","2010-12-01","Major",12,0,12,100,0
"Sergio Villar Senin","2010-12-01","Major",13,0,13,100,0
"Dan Winship","2011-01-01","Major",13,0,13,100,0
"Sergio Villar Senin","2011-01-01","Major",13,0,13,100,0
"Dan Winship","2011-02-01","Major",13,0,13,100,0
"Gustavo Noronha Silva","2011-02-01","Major",13,0,13,100,0
"Sergio Villar Senin","2011-02-01","Major",13,0,13,100,0
"Dan Winship","2011-03-01","Major",13,0,13,100,0
"Dan Winship","2011-04-01","Major",13,0,13,100,0
"Sergio Villar Senin","2011-04-01","Major",13,0,13,100,0
"Dan Winship","2011-05-01","Major",13,0,13,100,0
"Sergio Villar Senin","2011-05-01","Major",13,0,13,100,0
"Xan Lopez","2011-05-01","Major",13,0,13,100,0
"Dan Winship","2011-06-01","Major",13,0,13,100,0
"Sergio Villar Senin","2011-06-01","Major",13,0,13,100,0
"Dan Winship","2011-07-01","Major",13,0,13,100,0
"Sergio Villar Senin","2011-07-01","Major",13,0,13,100,0
"Dan Winship","2011-08-01","Major",13,0,13,100,0
"Dan Winship","2011-09-01","Major",13,0,13,100,0
"Sergio Villar Senin","2011-09-01","Major",13,0,13,100,0
"Dan Winship","2011-10-01","Major",13,0,13,100,0
"Sergio Villar Senin","2011-10-01","Major",13,0,13,100,0
"Dan Winship","2011-11-01","Major",13,0,13,100,0
"Dan Winship","2011-12-01","Major",13,0,13,100,0
"Dan Winship","2012-01-01","Major",13,0,13,100,0
"Sergio Villar Senin","2012-01-01","Major",13,0,13,100,0
"Dan Winship","2012-02-01","Major",13,0,13,100,0
"Dan Winship","2012-03-01","Major",13,0,13,100,0
"Simon Mcvittie","2012-03-01","Major",14,0,14,100,0
"Dan Winship","2012-04-01","Major",14,0,14,100,0
"Sergio Villar Senin","2012-04-01","Major",14,0,14,100,0
"Dan Winship","2012-05-01","Major",14,0,14,100,0
"Colin Walters","2012-06-01","Major",15,0,15,100,0
"Dan Winship","2012-06-01","Major",16,0,16,100,0
"Sergio Villar Senin","2012-06-01","Major",16,0,16,100,0
"Alban Browaeys","2012-07-01","Major",16,0,16,100,0
"Carlos Garcia Campos","2012-07-01","Major",18,0,18,100,0
"Dan Winship","2012-07-01","Major",18,0,18,100,0
"Pawel Forysiuk","2012-07-01","Major",18,0,18,100,0
"Sergio Villar Senin","2012-07-01","Major",18,0,18,100,0
"Dan Winship","2012-08-01","Major",18,0,18,100,0
"Gustavo Noronha Silva","2012-08-01","Major",18,0,18,100,0
"Sergio Villar Senin","2012-08-01","Major",18,0,18,100,0
"Dan Winship","2012-09-01","Major",18,0,18,100,0
"Martin Robinson","2012-09-01","Major",19,0,19,100,0
"Sergio Villar Senin","2012-09-01","Major",19,0,19,100,0
"Dan Winship","2012-10-01","Major",19,0,19,100,0
"Gustavo Noronha Silva","2012-10-01","Major",19,0,19,100,0
"Dan Winship","2012-11-01","Major",19,0,19,100,0
"Dan Winship","2012-12-01","Major",19,0,19,100,0
"Dan Winship","2013-01-01","Major",19,0,19,100,0
"Sergio Villar Senin","2013-01-01","Major",19,0,19,100,0
"Dan Winship","2013-02-01","Major",19,0,19,100,0
"Sergio Villar Senin","2013-02-01","Major",19,0,19,100,0
"Dan Winship","2013-03-01","Major",19,0,19,100,0
"Sergio Villar Senin","2013-03-01","Major",19,0,19,100,0
"Dan Winship","2013-04-01","Major",19,0,19,100,0
"Sergio Villar Senin","2013-04-01","Major",19,0,19,100,0
"Dan Winship","2013-05-01","Major",19,0,19,100,0
"Dan Winship","2013-06-01","Major",19,0,19,100,0
"David Woodhouse","2013-06-01","Major",20,0,20,100,0
"Dan Winship","2013-07-01","Major",20,0,20,100,0
"Dan Winship","2013-08-01","Major",20,0,20,100,0
"Dan Winship","2013-09-01","Major",20,0,20,100,0
"Dan Winship","2013-10-01","Major",20,0,20,100,0
"Dan Winship","2013-11-01","Major",20,0,20,100,0
"Dan Winship","2013-12-01","Major",20,0,20,100,0
"Gustavo Noronha Silva","2013-12-01","Major",20,0,20,100,0
"Dan Winship","2014-01-01","Major",20,0,20,100,0
"Dan Winship","2014-02-01","Major",20,0,20,100,0
"Dan Winship","2014-03-01","Major",20,0,20,100,0
"Dan Winship","2014-05-01","Major",20,0,20,100,0
"Dan Winship","2014-06-01","Major",20,0,20,100,0
"David Woodhouse","2014-06-01","Major",20,0,20,100,0
"Dan Winship","2014-07-01","Major",20,0,20,100,0
"Carlos Garcia Campos","2014-09-01","Major",20,0,20,100,0
"Dan Winship","2014-11-01","Major",20,0,20,100,0
"Dan Winship","2014-12-01","Major",20,0,20,100,0
"Dan Winship","2015-01-01","Major",20,0,20,100,0
"Carlos Garcia Campos","2015-02-01","Major",20,0,20,100,0
"Dan Winship","2015-02-01","Major",20,0,20,100,0
"Dan Winship","2015-03-01","Major",20,0,20,100,0
"Dan Winship","2015-05-01","Major",20,0,20,100,0
"Dan Winship","2015-07-01","Major",20,0,20,100,0
"Xavier Claessens","2015-07-01","Major",21,0,21,100,0
"Xavier Claessens","2015-08-01","Major",21,0,21,100,0
"Dan Winship","2015-09-01","Major",21,0,21,100,0
"Ignacio Casal Quinteiro","2015-09-01","Major",22,0,22,100,0
"Dan Winship","2015-10-01","Major",22,0,22,100,0
"Ignacio Casal Quinteiro","2015-10-01","Major",22,0,22,100,0
"Dan Winship","2016-01-01","Major",22,0,22,100,0
"Adrien Plazas","2016-03-01","Major",23,0,23,100,0
"Guido Guenther","2016-03-01","Major",24,0,24,100,0
"Dan Winship","2016-05-01","Major",24,0,24,100,0
"Dan Winship","2016-06-01","Major",24,0,24,100,0
"Dan Winship","2016-07-01","Major",24,0,24,100,0
"Dan Winship","2016-09-01","Major",24,0,24,100,0
"Dan Winship","2017-04-01","Major",24,0,24,100,0
"Dan Winship","2017-05-01","Major",24,0,24,100,0
"Dan Winship","2017-07-01","Major",24,0,24,100,0
"Dan Winship","2017-08-01","Major",24,0,24,100,0
"Tomas Popela","2017-10-01","Major",25,0,25,100,0
"Italo Guerrieri","2017-12-01","Major",26,0,26,100,0
"Claudio Saavedra","2018-06-01","Major",27,0,27,100,0
"Claudio Saavedra","2018-08-01","Major",27,0,27,100,0
"Claudio Saavedra","2018-09-01","Major",27,0,27,100,0
"Claudio Saavedra","2018-12-01","Major",27,0,27,100,0
"Patrick Griffis","2019-02-01","Major",28,0,28,100,0
"Carlos Garcia Campos","2019-06-01","Major",28,0,28,100,0
"Claudio Saavedra","2019-06-01","Major",28,0,28,100,0
"Patrick Griffis","2019-06-01","Major",28,0,28,100,0
"Carlos Garcia Campos","2019-07-01","Major",28,0,28,100,0
"Carlos Garcia Campos","2019-08-01","Major",28,0,28,100,0
"Claudio Saavedra","2019-08-01","Major",28,0,28,100,0
"Carlos Garcia Campos","2019-09-01","Major",28,0,28,100,0
"Claudio Saavedra","2019-09-01","Major",28,0,28,100,0
"Patrick Griffis","2019-11-01","Major",28,0,28,100,0
"Carlos Garcia Campos","2020-01-01","Major",28,0,28,100,0
"Patrick Griffis","2020-01-01","Major",28,0,28,100,0
"Patrick Griffis","2020-02-01","Major",28,0,28,100,0
"Patrick Griffis","2020-03-01","Major",28,0,28,100,0
"Carlos Garcia Campos","2020-07-01","Major",28,0,28,100,0
"Patrick Griffis","2020-07-01","Major",28,0,28,100,0
"Patrick Griffis","2020-08-01","Major",28,0,28,100,0
"Carlos Garcia Campos","2020-09-01","Major",28,0,28,100,0
"Patrick Griffis","2020-09-01","Major",28,0,28,100,0
"Carlos Garcia Campos","2020-10-01","Major",28,0,28,100,0
"Patrick Griffis","2020-10-01","Major",28,0,28,100,0
"Carlos Garcia Campos","2020-11-01","Major",28,0,28,100,0
"Patrick Griffis","2020-11-01","Major",28,0,28,100,0
"Carlos Garcia Campos","2020-12-01","Major",28,0,28,100,0
"Patrick Griffis","2020-12-01","Major",NA,NA,NA,NA,NA
