"Desenvolvedor","Data","Classificacao_ownership","Major","Minor","Total","Perc_Major","Perc_Minor"
"Valentin Batz","2005-07-01","Major",2,0,2,100,0
"Valentin Batz","2005-10-01","Major",2,0,2,100,0
"Timo Sirainen","2005-11-01","Major",2,0,2,100,0
"Valentin Batz","2005-11-01","Major",2,0,2,100,0
"Timo Sirainen","2006-01-01","Major",2,0,2,100,0
"Valentin Batz","2006-07-01","Major",2,0,2,100,0
"Nattfodd","2006-08-01","Major",3,0,3,100,0
"Emanuele Giaquinta","2006-09-01","Major",4,0,4,100,0
"Emanuele Giaquinta","2007-01-01","Major",4,0,4,100,0
"Emanuele Giaquinta","2007-02-01","Major",4,0,4,100,0
"Timo Sirainen","2007-02-01","Major",4,0,4,100,0
"Emanuele Giaquinta","2007-05-01","Major",4,0,4,100,0
"Emanuele Giaquinta","2007-06-01","Major",4,0,4,100,0
"Timo Sirainen","2007-06-01","Major",4,0,4,100,0
"Emanuele Giaquinta","2007-12-01","Major",4,0,4,100,0
"Emanuele Giaquinta","2008-02-01","Major",4,0,4,100,0
"Emanuele Giaquinta","2008-03-01","Major",4,0,4,100,0
"Emanuele Giaquinta","2008-04-01","Major",4,0,4,100,0
"Emanuele Giaquinta","2008-05-01","Major",4,0,4,100,0
"Emanuele Giaquinta","2008-06-01","Major",4,0,4,100,0
"Emanuele Giaquinta","2008-08-01","Major",4,0,4,100,0
"Emanuele Giaquinta","2008-10-01","Major",4,0,4,100,0
"Emanuele Giaquinta","2008-11-01","Major",4,0,4,100,0
"Emanuele Giaquinta","2009-01-01","Major",4,0,4,100,0
"Alexander Faeroy","2010-04-01","Major",5,0,5,100,0
"Alexander Faeroy","2010-07-01","Major",5,0,5,100,0
"Alexander Faeroy","2013-06-01","Major",5,0,5,100,0
"Alexander Faeroy","2014-01-01","Major",5,0,5,100,0
"Alexander Faeroy","2014-10-01","Major",5,0,5,100,0
"Alexander Faeroy","2015-01-01","Major",5,0,5,100,0
"Lemonboy","2015-02-01","Major",6,0,6,100,0
"Lemonboy","2015-09-01","Major",6,0,6,100,0
"Ailin-Nemui","2016-03-01","Major",7,0,7,100,0
"Giuseppe","2016-03-01","Major",9,0,9,100,0
"Lemonboy","2016-03-01","Major",9,0,9,100,0
"Xavier G","2016-05-01","Major",9,0,9,100,0
"Ailin-Nemui","2016-06-01","Major",9,0,9,100,0
"Lemonboy","2016-06-01","Major",9,0,9,100,0
"Lemonboy","2016-07-01","Major",9,0,9,100,0
"Alexander Faeroy","2016-10-01","Major",9,0,9,100,0
"Lemonboy","2016-10-01","Major",9,0,9,100,0
"Lemonboy","2016-12-01","Major",9,0,9,100,0
"Lemonboy","2017-01-01","Major",9,0,9,100,0
"Ailin-Nemui","2017-02-01","Major",9,0,9,100,0
"Ailin-Nemui","2017-06-01","Major",9,0,9,100,0
"Edward Tomasz Napierala","2017-07-01","Major",10,0,10,100,0
"Edward Tomasz Napierala","2017-08-01","Major",10,0,10,100,0
"Edward Tomasz Napierala","2017-09-01","Major",10,0,10,100,0
"Edward Tomasz Napierala","2017-10-01","Major",10,0,10,100,0
"Joseph Bisch","2017-10-01","Major",12,0,12,100,0
"Lemonboy","2017-10-01","Major",12,0,12,100,0
"Will Storey","2017-10-01","Major",12,0,12,100,0
"Ailin-Nemui","2017-11-01","Major",12,0,12,100,0
"Joseph Bisch","2017-11-01","Major",12,0,12,100,0
"Ailin-Nemui","2018-01-01","Major",12,0,12,100,0
"Joseph Bisch","2018-01-01","Major",12,0,12,100,0
"Lemonboy","2018-01-01","Major",12,0,12,100,0
"Ailin-Nemui","2018-02-01","Major",12,0,12,100,0
"Alexander Faeroy","2018-03-01","Major",12,0,12,100,0
"Dequis","2018-03-01","Major",13,0,13,100,0
"Ailin-Nemui","2018-04-01","Major",13,0,13,100,0
"Dequis","2018-04-01","Major",13,0,13,100,0
"Ailin-Nemui","2018-08-01","Major",13,0,13,100,0
"Dequis","2018-08-01","Major",13,0,13,100,0
"Will Storey","2018-08-01","Major",13,0,13,100,0
"Ailin-Nemui","2018-09-01","Major",13,0,13,100,0
"Ailin-Nemui","2018-11-01","Major",13,0,13,100,0
"Ailin-Nemui","2019-02-01","Major",13,0,13,100,0
"Alexander Faeroy","2019-02-01","Major",13,0,13,100,0
"Ailin-Nemui","2019-05-01","Major",13,0,13,100,0
"Ailin Nemui","2019-07-01","Major",14,0,14,100,0
"Ailin-Nemui","2019-08-01","Major",14,0,14,100,0
"Ailin-Nemui","2019-09-01","Major",14,0,14,100,0
"Ailin-Nemui","2020-03-01","Major",14,0,14,100,0
"Ailin-Nemui","2020-05-01","Major",14,0,14,100,0
"Ailin-Nemui","2020-07-01","Major",14,0,14,100,0
