desenvolvedor,variabilidade,fa_geral,qtd_commits_geral,qtd_commits_dl,qtd_commits_ac,qtd_arquivos,arquivo,qtd_commits_arquivo,fa_arquivo,ownership_perc,ownership_n,ownership_geral,ownership_geral_n,ownership_arquivo,ownership_arquivo_n,ownership_arquivo_perc,ownership_rlm,ownership_rlm_n
Sebastian Pipping,COMPILED_FROM_DSP,0,2.565,1.609,2.197,5,xmlfile.c,1,0,50.0,1.0,33.333,1.0,16,0.34782608695652173,1.6771488469601676,0.8073866064104412,1.0
Sebastian Pipping,COMPILED_FROM_DSP,0,2.565,1.609,2.197,5,xmlparse.c,1,0,25.0,1.0,33.333,1.0,44,0.32116788321167883,0.6837606837606838,0.8073866064104412,1.0
Sebastian Pipping,COMPILED_FROM_DSP,0,2.565,1.609,2.197,5,xmlrole.c,1,0,50.0,1.0,33.333,1.0,2,0.08695652173913043,0.9009009009009009,0.8073866064104412,1.0
Sebastian Pipping,COMPILED_FROM_DSP,0,2.565,1.609,2.197,5,xmltok.c,1,0,50.0,1.0,33.333,1.0,8,0.17391304347826086,0.9269988412514485,0.8073866064104412,1.0
Sebastian Pipping,COMPILING_FOR_WINDOWS,1,2.398,2.398,0.0,4,xmlfile.c,2,1,100.0,1.0,100.0,1.0,18,0.391304347826087,1.8867924528301887,1.097036204528426,1.0
Sebastian Pipping,COMPILING_FOR_WINDOWS,1,2.398,2.398,0.0,4,xmlparse.c,4,1,100.0,1.0,100.0,1.0,48,0.35036496350364965,0.745920745920746,1.097036204528426,1.0
Sebastian Pipping,COMPILING_FOR_WINDOWS,1,2.398,2.398,0.0,4,xmlrole.c,2,1,100.0,1.0,100.0,1.0,4,0.17391304347826086,1.8018018018018018,1.097036204528426,1.0
Sebastian Pipping,COMPILING_FOR_WINDOWS,1,2.398,2.398,0.0,4,xmltok.c,2,1,100.0,1.0,100.0,1.0,10,0.21739130434782608,1.1587485515643106,1.097036204528426,1.0
James Clark,DEBUG_UNPARSED_ENTITIES,1,1.099,1.099,0.0,1,xmlwf.c,2,1,100.0,1.0,100.0,1.0,14,0.3111111111111111,2.573529411764706,1.0095035098875704,1.0
Mitch Phillips,ENCODING_FOR_FUZZING,1,1.099,1.099,0.0,2,xml_parse_fuzzer.c,1,1,100.0,1.0,100.0,1.0,1,1.0,100.0,1.0095035098875704,1.0
Mitch Phillips,ENCODING_FOR_FUZZING,1,1.099,1.099,0.0,2,xml_parsebuffer_fuzzer.c,1,1,100.0,1.0,100.0,1.0,1,1.0,100.0,1.0095035098875704,1.0
James Clark,FILEMAP,1,1.099,1.099,0.0,1,xmlec.c,2,1,100.0,1.0,100.0,1.0,2,0.2,4.878048780487805,1.0095035098875704,1.0
Benjamin Peterson,HAVE_BCOPY,0,1.099,0.693,0.693,1,xmlparse.c,1,0,50.0,1.0,50.0,1.0,49,0.35766423357664234,0.7614607614607615,0.9075700315670454,1.0
Greg Stein,HAVE_BCOPY,1,1.099,0.693,0.693,1,xmlparse.c,1,1,50.0,1.0,50.0,1.0,50,0.36496350364963503,0.777000777000777,0.9075700315670454,1.0
