"Desenvolvedor","Data","Commits","Total"
"Steffan Karger","2014-04-01",4,958
"Steffan Karger","2014-05-01",4,958
"Gert Doering","2014-06-01",2,958
"Steffan Karger","2014-06-01",6,958
"Steffan Karger","2014-07-01",4,958
"Steffan Karger","2014-08-01",2,958
"David Sommerseth","2014-09-01",1,958
"Steffan Karger","2014-09-01",1,958
"David Sommerseth","2014-10-01",1,958
"Steffan Karger","2014-10-01",4,958
"David Sommerseth","2014-11-01",2,958
"Lev Stipakov","2014-11-01",1,958
"Steffan Karger","2014-11-01",3,958
"David Sommerseth","2014-12-01",2,958
"Gert Doering","2014-12-01",1,958
"Lev Stipakov","2014-12-01",1,958
"Steffan Karger","2015-01-01",2,958
"Lev Stipakov","2015-02-01",1,958
"Steffan Karger","2015-02-01",1,958
"Vasily Kulikov","2015-02-01",1,958
"Steffan Karger","2015-03-01",3,958
"Daniel Kubec","2015-04-01",1,958
"Gert Doering","2015-04-01",1,958
"Gert Doering","2015-05-01",1,958
"Steffan Karger","2015-05-01",5,958
"Steffan Karger","2015-06-01",1,958
"David Sommerseth","2015-07-01",1,958
"Steffan Karger","2015-07-01",1,958
"Arne Schwabe","2015-09-01",1,958
"Gert Doering","2015-09-01",9,958
"Steffan Karger","2015-09-01",1,958
"Lev Stipakov","2015-10-01",2,958
"Steffan Karger","2015-10-01",6,958
"Arne Schwabe","2015-11-01",1,958
"Gert Doering","2015-11-01",2,958
"Steffan Karger","2015-11-01",4,958
"Steffan Karger","2015-12-01",2,958
"Heiko Hund","2016-01-01",1,958
"Steffan Karger","2016-01-01",4,958
"Arne Schwabe","2016-02-01",1,958
"Selva Nair","2016-02-01",3,958
"Steffan Karger","2016-02-01",10,958
"Selva Nair","2016-03-01",3,958
"Steffan Karger","2016-03-01",3,958
"Steffan Karger","2016-04-01",5,958
"Ivo Manca","2016-05-01",1,958
"Jens Neuhalfen","2016-05-01",2,958
"Selva Nair","2016-05-01",1,958
"Steffan Karger","2016-05-01",4,958
"Gert Doering","2016-06-01",1,958
"Selva Nair","2016-06-01",1,958
"Steffan Karger","2016-06-01",4,958
"David Sommerseth","2016-07-01",1,958
"Steffan Karger","2016-07-01",1,958
"David Sommerseth","2016-08-01",3,958
"Steffan Karger","2016-08-01",1,958
"Arne Schwabe","2016-09-01",1,958
"Gert Doering","2016-09-01",1,958
"Lev Stipakov","2016-09-01",1,958
"Steffan Karger","2016-09-01",2,958
"Arne Schwabe","2016-10-01",1,958
"Heiko Hund","2016-10-01",4,958
"Steffan Karger","2016-10-01",3,958
"Arne Schwabe","2016-11-01",1,958
"David Sommerseth","2016-11-01",1,958
"Gert Doering","2016-11-01",3,958
"Selva Nair","2016-11-01",2,958
"Steffan Karger","2016-11-01",13,958
"David Sommerseth","2016-12-01",2,958
"Steffan Karger","2016-12-01",2,958
"Selva Nair","2017-01-01",1,958
"Steffan Karger","2017-01-01",2,958
"Gert Doering","2017-02-01",1,958
"Simon Matter","2017-02-01",1,958
"David Sommerseth","2017-03-01",1,958
"Gert Doering","2017-03-01",1,958
"Steffan Karger","2017-03-01",3,958
"David Sommerseth","2017-04-01",1,958
"Steffan Karger","2017-05-01",11,958
"Arne Schwabe","2017-06-01",1,958
"Emmanuel Deloget","2017-06-01",3,958
"Steffan Karger","2017-06-01",9,958
"Antonio Quartulli","2017-07-01",5,958
"David Sommerseth","2017-07-01",1,958
"Steffan Karger","2017-07-01",2,958
"Antonio Quartulli","2017-08-01",3,958
"Steffan Karger","2017-08-01",3,958
"David Sommerseth","2017-09-01",1,958
"Selva Nair","2017-10-01",2,958
"Selva Nair","2017-11-01",2,958
"Steffan Karger","2017-11-01",6,958
"Selva Nair","2017-12-01",1,958
"Steffan Karger","2017-12-01",5,958
"David Sommerseth","2018-01-01",1,958
"Selva Nair","2018-01-01",3,958
"Steffan Karger","2018-01-01",4,958
"Gert Doering","2018-02-01",1,958
"Selva Nair","2018-02-01",3,958
"Steffan Karger","2018-02-01",2,958
"Selva Nair","2018-04-01",1,958
"Antonio Quartulli","2018-06-01",2,958
"Steffan Karger","2018-07-01",3,958
"Steffan Karger","2018-08-01",2,958
"Steffan Karger","2018-09-01",4,958
"Arne Schwabe","2018-10-01",6,958
"David Sommerseth","2018-10-01",2,958
"Lev Stipakov","2018-10-01",1,958
"Selva Nair","2018-10-01",2,958
"Simon Rozman","2018-10-01",3,958
"Steffan Karger","2018-10-01",10,958
"Gert Doering","2018-11-01",1,958
"Simon Rozman","2018-11-01",5,958
"Antonio Quartulli","2018-12-01",4,958
"Arne Schwabe","2018-12-01",1,958
"Gert Doering","2018-12-01",1,958
"Selva Nair","2018-12-01",1,958
"Simon Rozman","2018-12-01",4,958
"Arne Schwabe","2019-01-01",3,958
"Jonathan Tooker","2019-01-01",1,958
"Selva Nair","2019-01-01",1,958
"Steffan Karger","2019-01-01",1,958
"Simon Rozman","2019-02-01",6,958
"Arne Schwabe","2019-05-01",1,958
"Antonio Quartulli","2019-06-01",2,958
"Antonio Quartulli","2019-07-01",1,958
"Selva Nair","2019-07-01",1,958
"Antonio Quartulli","2019-08-01",4,958
"Arne Schwabe","2019-09-01",4,958
"Lev Stipakov","2019-09-01",1,958
"Antonio Quartulli","2019-10-01",3,958
"Gert Doering","2019-10-01",2,958
"Antonio Quartulli","2019-11-01",1,958
"Arne Schwabe","2019-11-01",1,958
"Steffan Karger","2019-11-01",1,958
"Arne Schwabe","2019-12-01",1,958
"Lev Stipakov","2019-12-01",2,958
"Steffan Karger","2020-01-01",1,958
"Arne Schwabe","2020-02-01",4,958
"David Sommerseth","2020-02-01",2,958
"Heiko Hund","2020-02-01",3,958
"Selva Nair","2020-02-01",5,958
"Arne Schwabe","2020-03-01",2,958
"Simon Rozman","2020-03-01",12,958
"Antonio Quartulli","2020-04-01",2,958
"Arne Schwabe","2020-04-01",4,958
"Gert Doering","2020-04-01",1,958
"Antonio Quartulli","2020-05-01",1,958
"Arne Schwabe","2020-05-01",5,958
"Antonio Quartulli","2020-06-01",4,958
"Arne Schwabe","2020-06-01",3,958
"James Bottomley","2020-06-01",1,958
"Arne Schwabe","2020-07-01",26,958
"Gert Doering","2020-07-01",2,958
"Lev Stipakov","2020-07-01",1,958
"Steffan Karger","2020-07-01",1,958
"Arne Schwabe","2020-08-01",13,958
"Gert Doering","2020-08-01",1,958
"Gert Doering","2020-09-01",6,958
"Selva Nair","2020-09-01",1,958
"Arne Schwabe","2020-10-01",13,958
"Gert Doering","2020-10-01",1,958
"Steffan Karger","2020-10-01",1,958
"Arne Schwabe","2020-12-01",1,958
