"Desenvolvedor","Data","Classificacao_ownership","Major","Minor","Total","Perc_Major","Perc_Minor"
"Luka Perkov","2014-03-01","Major",10,0,10,100,0
"Alan Dunn","2014-04-01","Major",10,0,10,100,0
"Andreas Schneider","2014-04-01","Major",10,0,10,100,0
"Aris Adamantiadis","2014-04-01","Major",10,0,10,100,0
"Andreas Schneider","2014-05-01","Major",10,0,10,100,0
"Andreas Schneider","2014-06-01","Major",10,0,10,100,0
"Andreas Schneider","2014-08-01","Major",10,0,10,100,0
"Aris Adamantiadis","2014-08-01","Major",10,0,10,100,0
"Andreas Schneider","2014-09-01","Major",10,0,10,100,0
"Aris","2014-09-01","Major",11,0,11,100,0
"Aris Adamantiadis","2014-09-01","Major",11,0,11,100,0
"Andreas Schneider","2014-10-01","Major",11,0,11,100,0
"Jon Simons","2014-10-01","Major",12,0,12,100,0
"Andreas Schneider","2014-12-01","Major",12,0,12,100,0
"Jon Simons","2014-12-01","Major",12,0,12,100,0
"Andreas Schneider","2015-01-01","Major",12,0,12,100,0
"Aris Adamantiadis","2015-01-01","Major",12,0,12,100,0
"Andreas Schneider","2015-02-01","Major",12,0,12,100,0
"Aris Adamantiadis","2015-02-01","Major",12,0,12,100,0
"Andreas Schneider","2015-04-01","Major",12,0,12,100,0
"Aris Adamantiadis","2015-04-01","Major",12,0,12,100,0
"Andreas Schneider","2015-05-01","Major",12,0,12,100,0
"Andreas Schneider","2015-06-01","Major",12,0,12,100,0
"Aris Adamantiadis","2015-07-01","Major",12,0,12,100,0
"Andreas Schneider","2015-08-01","Major",12,0,12,100,0
"Andreas Schneider","2015-09-01","Major",12,0,12,100,0
"Aris Adamantiadis","2015-09-01","Major",13,0,13,100,0
"Fabiano Fidencio","2015-09-01","Major",13,0,13,100,0
"Andreas Schneider","2015-10-01","Major",13,0,13,100,0
"Aris Adamantiadis","2015-12-01","Major",13,0,13,100,0
"Andreas Schneider","2016-01-01","Major",13,0,13,100,0
"Aris Adamantiadis","2016-01-01","Major",13,0,13,100,0
"Andreas Schneider","2016-02-01","Major",13,0,13,100,0
"Aris Adamantiadis","2016-02-01","Major",13,0,13,100,0
"Andreas Schneider","2016-03-01","Major",13,0,13,100,0
"Aris Adamantiadis","2016-03-01","Major",13,0,13,100,0
"Andreas Schneider","2016-05-01","Major",13,0,13,100,0
"Aris Adamantiadis","2016-05-01","Major",13,0,13,100,0
"Aris Adamantiadis","2016-06-01","Major",13,0,13,100,0
"Andreas Schneider","2016-10-01","Major",13,0,13,100,0
"Andreas Schneider","2016-11-01","Major",13,0,13,100,0
"Andreas Schneider","2017-02-01","Major",13,0,13,100,0
"Andreas Schneider","2017-04-01","Major",13,0,13,100,0
"Andreas Schneider","2017-06-01","Major",13,0,13,100,0
"Aris Adamantiadis","2017-06-01","Major",13,0,13,100,0
"Andreas Schneider","2017-07-01","Major",13,0,13,100,0
"Jon Simons","2017-07-01","Major",13,0,13,100,0
"Andreas Schneider","2017-08-01","Major",13,0,13,100,0
"Jon Simons","2017-08-01","Major",13,0,13,100,0
"Jon Simons","2017-09-01","Major",13,0,13,100,0
"Andreas Schneider","2017-10-01","Major",13,0,13,100,0
"Jakub Jelen","2017-10-01","Major",14,0,14,100,0
"Andreas Schneider","2017-11-01","Major",14,0,14,100,0
"Jakub Jelen","2017-11-01","Major",14,0,14,100,0
"Jakub Jelen","2017-12-01","Major",14,0,14,100,0
"Juraj Vijtiuk","2017-12-01","Major",15,0,15,100,0
"Andreas Schneider","2018-01-01","Major",15,0,15,100,0
"Alex Gaynor","2018-02-01","Major",16,0,16,100,0
"Andreas Schneider","2018-02-01","Major",16,0,16,100,0
"Aris Adamantiadis","2018-02-01","Major",16,0,16,100,0
"Jon Simons","2018-02-01","Major",16,0,16,100,0
"Andreas Schneider","2018-03-01","Major",16,0,16,100,0
"Andreas Schneider","2018-04-01","Major",16,0,16,100,0
"Andreas Schneider","2018-05-01","Major",16,0,16,100,0
"Jon Simons","2018-05-01","Major",16,0,16,100,0
"Andreas Schneider","2018-06-01","Major",16,0,16,100,0
"Jakub Jelen","2018-06-01","Major",17,0,17,100,0
"Jon Simons","2018-06-01","Major",17,0,17,100,0
"Anderson Toshiyuki Sasaki","2018-07-01","Major",17,0,17,100,0
"Andreas Schneider","2018-07-01","Major",17,0,17,100,0
"Jakub Jelen","2018-07-01","Major",17,0,17,100,0
"Andreas Schneider","2018-08-01","Major",17,0,17,100,0
"Jakub Jelen","2018-08-01","Major",18,0,18,100,0
"Jan-Niklas Burfeind","2018-08-01","Major",18,0,18,100,0
"Anderson Toshiyuki Sasaki","2018-09-01","Major",18,0,18,100,0
"Andreas Schneider","2018-09-01","Major",18,0,18,100,0
"Jakub Jelen","2018-09-01","Major",18,0,18,100,0
"Anderson Toshiyuki Sasaki","2018-10-01","Major",18,0,18,100,0
"Andreas Schneider","2018-10-01","Major",19,0,19,100,0
"Aris Adamantiadis","2018-10-01","Major",19,0,19,100,0
"Jakub Jelen","2018-10-01","Major",19,0,19,100,0
"Simo Sorce","2018-10-01","Major",19,0,19,100,0
"Anderson Toshiyuki Sasaki","2018-11-01","Major",19,0,19,100,0
"Andreas Schneider","2018-11-01","Major",19,0,19,100,0
"Aris Adamantiadis","2018-11-01","Major",19,0,19,100,0
"Jakub Jelen","2018-11-01","Major",19,0,19,100,0
"Andreas Schneider","2018-12-01","Major",19,0,19,100,0
"Jakub Jelen","2018-12-01","Major",19,0,19,100,0
"Anderson Toshiyuki Sasaki","2019-01-01","Major",19,0,19,100,0
"Andreas Schneider","2019-01-01","Major",19,0,19,100,0
"Jakub Jelen","2019-01-01","Major",19,0,19,100,0
"Anderson Toshiyuki Sasaki","2019-02-01","Major",19,0,19,100,0
"Andreas Schneider","2019-02-01","Major",20,0,20,100,0
"Jakub Jelen","2019-02-01","Major",20,0,20,100,0
"Jon Simons","2019-02-01","Major",20,0,20,100,0
"Till Wimmer","2019-02-01","Major",20,0,20,100,0
"Anderson Toshiyuki Sasaki","2019-03-01","Major",20,0,20,100,0
"Andreas Schneider","2019-03-01","Major",21,0,21,100,0
"Ben Toews","2019-03-01","Major",21,0,21,100,0
"Simo Sorce","2019-03-01","Major",21,0,21,100,0
"Anderson Toshiyuki Sasaki","2019-04-01","Major",21,0,21,100,0
"Andreas Schneider","2019-04-01","Major",21,0,21,100,0
"Jon Simons","2019-04-01","Major",21,0,21,100,0
"Anderson Toshiyuki Sasaki","2019-05-01","Major",21,0,21,100,0
"Andreas Schneider","2019-05-01","Major",21,0,21,100,0
"Jakub Jelen","2019-05-01","Major",21,0,21,100,0
"Anderson Toshiyuki Sasaki","2019-06-01","Major",21,0,21,100,0
"Andreas Schneider","2019-06-01","Major",21,0,21,100,0
"Jakub Jelen","2019-06-01","Major",21,0,21,100,0
"Anderson Toshiyuki Sasaki","2019-07-01","Major",21,0,21,100,0
"Andreas Schneider","2019-07-01","Major",21,0,21,100,0
"Anderson Toshiyuki Sasaki","2019-08-01","Major",21,0,21,100,0
"Andreas Schneider","2019-08-01","Major",21,0,21,100,0
"Anderson Toshiyuki Sasaki","2019-09-01","Major",21,0,21,100,0
"Aris Adamantiadis","2019-09-01","Major",21,0,21,100,0
"Jakub Jelen","2019-09-01","Major",21,0,21,100,0
"Anderson Toshiyuki Sasaki","2019-10-01","Major",21,0,21,100,0
"Andreas Schneider","2019-10-01","Major",21,0,21,100,0
"Aris Adamantiadis","2019-10-01","Major",21,0,21,100,0
"Jakub Jelen","2019-10-01","Major",21,0,21,100,0
"Anderson Toshiyuki Sasaki","2019-11-01","Major",21,0,21,100,0
"Andreas Schneider","2019-11-01","Major",21,0,21,100,0
"Jakub Jelen","2019-11-01","Major",21,0,21,100,0
"Andreas Schneider","2019-12-01","Major",21,0,21,100,0
"Jakub Jelen","2019-12-01","Major",22,0,22,100,0
"Sahana Prasad","2019-12-01","Major",22,0,22,100,0
"Anderson Toshiyuki Sasaki","2020-01-01","Major",22,0,22,100,0
"Andreas Schneider","2020-01-01","Major",22,0,22,100,0
"Jakub Jelen","2020-01-01","Major",22,0,22,100,0
"Sahana Prasad","2020-01-01","Major",22,0,22,100,0
"Andreas Schneider","2020-02-01","Major",22,0,22,100,0
"Anderson Toshiyuki Sasaki","2020-04-01","Major",22,0,22,100,0
"Jakub Jelen","2020-04-01","Major",22,0,22,100,0
"Jakub Jelen","2020-05-01","Major",22,0,22,100,0
"Sahana Prasad","2020-05-01","Major",22,0,22,100,0
"Anderson Toshiyuki Sasaki","2020-06-01","Major",22,0,22,100,0
"Andreas Schneider","2020-06-01","Major",22,0,22,100,0
"Anderson Toshiyuki Sasaki","2020-07-01","Major",22,0,22,100,0
"Dirkjan Bussink","2020-10-01","Major",23,0,23,100,0
"Jakub Jelen","2020-11-01","Major",23,0,23,100,0
"Dirkjan Bussink","2020-12-01","Major",23,0,23,100,0
"Andreas Schneider","2021-01-01","Major",23,0,23,100,0
"Jakub Jelen","2021-01-01","Major",NA,NA,NA,NA,NA
